filename,x_size,y_size,z_size,x_spacing,y_spacing,z_spacing
NSCLC_264_0000.nii.gz,512,512,130,0.9765625,0.9765625,3.0
NSCLC_171_0000.nii.gz,512,512,112,0.9765625,0.9765625,3.0
NSCLC_305_0000.nii.gz,512,512,132,0.9765625,0.9765625,3.0
NSCLC_337_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_259_0000.nii.gz,512,512,130,0.9765625,0.9765625,3.0
NSCLC_143_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_256_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_338_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_022_0000.nii.gz,512,512,121,0.977,0.977,3.0
NSCLC_381_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_094_0000.nii.gz,512,512,84,0.9765625,0.9765625,3.0
NSCLC_234_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_040_0000.nii.gz,512,512,95,0.977,0.977,3.0
NSCLC_355_0000.nii.gz,512,512,102,0.9765625,0.9765625,3.0
NSCLC_121_0000.nii.gz,512,512,125,0.9765625,0.9765625,3.0
NSCLC_198_0000.nii.gz,512,512,131,0.977,0.977,3.0
NSCLC_282_0000.nii.gz,512,512,92,0.9765625,0.9765625,3.0
NSCLC_411_0000.nii.gz,512,512,136,0.9765625,0.9765625,3.0
NSCLC_197_0000.nii.gz,512,512,143,0.9765625,0.9765625,3.0
NSCLC_345_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_131_0000.nii.gz,512,512,114,0.9765625,0.9765625,3.0
NSCLC_224_0000.nii.gz,512,512,93,0.9765625,0.9765625,3.0
NSCLC_050_0000.nii.gz,512,512,104,0.977,0.977,3.0
NSCLC_187_0000.nii.gz,512,512,94,0.977,0.977,3.0
NSCLC_401_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_188_0000.nii.gz,512,512,115,0.977,0.977,3.0
NSCLC_292_0000.nii.gz,512,512,125,0.9765625,0.9765625,3.0
NSCLC_328_0000.nii.gz,512,512,132,0.9765625,0.9765625,3.0
NSCLC_246_0000.nii.gz,512,512,116,0.9765625,0.9765625,2.973913
NSCLC_032_0000.nii.gz,512,512,117,0.9765625,0.9765625,3.0
NSCLC_249_0000.nii.gz,512,512,93,0.9765625,0.9765625,3.0
NSCLC_327_0000.nii.gz,512,512,131,0.9765625,0.9765625,3.0
NSCLC_153_0000.nii.gz,512,512,106,0.9765625,0.9765625,3.0
NSCLC_084_0000.nii.gz,512,512,135,0.9765625,0.9765625,3.0
NSCLC_391_0000.nii.gz,512,512,119,0.9765625,0.9765625,3.0
NSCLC_421_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_070_0000.nii.gz,512,512,109,0.977,0.977,3.0
NSCLC_204_0000.nii.gz,512,512,92,0.977,0.977,3.0
NSCLC_111_0000.nii.gz,512,512,216,0.9765625,0.9765625,3.0
NSCLC_365_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_173_0000.nii.gz,512,512,106,0.977,0.977,3.0
NSCLC_307_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_269_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_012_0000.nii.gz,512,512,109,0.977,0.977,3.0
NSCLC_266_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_308_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_002_0000.nii.gz,512,512,111,0.977,0.977,3.0
NSCLC_318_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_276_0000.nii.gz,512,512,94,0.9765625,0.9765625,3.0
NSCLC_163_0000.nii.gz,512,512,108,0.9765625,0.9765625,3.0
NSCLC_279_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_317_0000.nii.gz,512,512,115,0.9765625,0.9765625,3.0
NSCLC_101_0000.nii.gz,512,512,112,0.977,0.977,3.0
NSCLC_375_0000.nii.gz,512,512,134,0.9765625,0.9765625,3.0
NSCLC_060_0000.nii.gz,512,512,134,0.977,0.977,3.0
NSCLC_214_0000.nii.gz,512,512,105,0.9765625,0.9765625,3.0
